id,level,severity,check_name,message
RL.1.5-Q4,1st Grade,warn,judge,"The hint is too direct and essentially gives away the answer by defining 'informational' as 'real information,' which is almost identical to the correct answer 'real facts.'"
RL.1.5-Q5,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 6.5)
RL.1.6-Q3,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 4.4)
RL.1.6-Q4,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 6.3)
RL.1.7-Q1,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 4.4)
RL.1.7-Q4,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 5.5)
RL.1.7-Q5,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 2.8)
RL.1.9-Q1,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 4.0)
RL.1.9-Q3,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 3.0)
RL.1.9-Q4,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 6.9)
RL.1.9-Q4,1st Grade,fail,judge,"The term 'compare' generally involves looking for both similarities ('the same') and differences, making 'Different' a plausible answer choice as well. The hint directly gives away the answer by narrowly defining 'compare' as only finding what's similar, which is an oversimplification for the full meaning of the word."
RL.1.9-Q5,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 6.9)
RL.1.9-Q5,1st Grade,fail,judge,"The hint directly gives away the answer by rephrasing 'different' as 'not the same', which undermines the purpose of the question."
RI.1.1-Q1,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 3.4)
RI.1.1-Q4,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 4.9)
RI.1.1-Q5,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 3.5)
RI.1.2-Q2,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 3.0)
RI.1.2-Q3,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 2.6)
RI.1.2-Q4,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 3.4)
RI.1.3-Q1,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 4.5)
RI.1.3-Q2,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 2.6)
RI.1.3-Q4,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 5.0)
RI.1.3-Q5,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 6.4)
RI.1.4-Q1,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 4.9)
RI.1.4-Q2,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 5.5)
RI.1.4-Q3,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 5.9)
RI.1.4-Q4,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 5.8)
RI.1.4-Q5,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 3.8)
RI.1.5-Q1,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 3.7)
RI.1.5-Q1,1st Grade,fail,judge,"The hint directly gives away the correct answer by defining the table of contents in a way that perfectly matches the question, rather than guiding the student to the answer."
RI.1.5-Q2,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 4.2)
RI.1.5-Q3,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 8.5)
RI.1.5-Q4,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 11.9)
RI.1.5-Q4,1st Grade,warn,judge,"The prompt and choices are appropriate for the grade level, but the hint directly gives away the correct answer by stating that authors make words bold to show importance."
RI.1.5-Q5,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 3.6)
RI.1.6-Q1,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 4.8)
RI.1.6-Q2,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 4.4)
RI.1.6-Q4,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 2.9)
RI.1.6-Q5,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 3.3)
RI.1.7-Q1,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 4.3)
RI.1.7-Q2,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 8.1)
RI.1.7-Q3,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 3.6)
RI.1.7-Q4,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 8.4)
RI.1.7-Q4,1st Grade,warn,judge,"The hint uses the key word 'order' and explains it, which is too close to giving away the correct answer for a 1st-grade student."
RI.1.7-Q5,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 8.5)
RI.1.8-Q1,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 5.1)
RI.1.8-Q3,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 7.3)
RI.1.8-Q4,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 5.9)
RI.1.8-Q5,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 6.4)
RI.1.9-Q1,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 2.8)
RI.1.9-Q2,1st Grade,fail,judge,"The hint directly gives away the correct answer, and the question asks what both books 'agree on,' but the correct answer 'The sun is important' is an inference rather than an explicit point of agreement from the provided text."
RI.1.9-Q3,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 6.4)
RI.1.9-Q4,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 3.1)
RI.1.9-Q5,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 12.3)
RI.1.9-Q5,1st Grade,warn,judge,"The hint, 'Comparing means finding what's alike and different,' is very close to the correct answer, 'What facts are the same and what facts are different,' potentially giving away the answer rather than just guiding the student."
RF.1.1a-Q1,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 10.7)
RF.1.1a-Q2,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 10.6)
RF.1.1a-Q3,1st Grade,fail,unique_choices,Duplicate choices
RF.1.1a-Q3,1st Grade,warn,reading_level,Reads easier than 1st Grade (FK -0.6)
RF.1.1a-Q3,1st Grade,fail,judge,"The designated correct answer, ""The dog ran fast."", is not a grammatically correct sentence because it begins with a lowercase letter, and none of the provided choices are fully correct sentences according to standard English grammar (capital letter at the start, period at the end)."
RF.1.1a-Q4,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 9.8)
RF.1.1a-Q4,1st Grade,warn,judge,"The hint directly states the grammatical rule being tested, which effectively gives away the answer rather than guiding the student to discover it."
RF.1.2b-Q1,1st Grade,warn,reading_level,Reads easier than 1st Grade (FK -0.2)
RF.1.2b-Q2,1st Grade,warn,reading_level,Reads easier than 1st Grade (FK -2.1)
RF.1.2b-Q3,1st Grade,fail,unique_choices,Duplicate choices
RF.1.2b-Q3,1st Grade,warn,reading_level,Reads easier than 1st Grade (FK -2.1)
RF.1.2b-Q3,1st Grade,warn,judge,"The question is appropriate for the grade level and the hint is helpful, but the correct answer 'Stop' is listed twice in the choices, which is a flaw in the question's design."
RF.1.2b-Q4,1st Grade,warn,reading_level,Reads easier than 1st Grade (FK -2.4)
RF.1.2b-Q5,1st Grade,warn,reading_level,Reads easier than 1st Grade (FK -2.4)
RF.1.2c-Q1,1st Grade,warn,reading_level,Reads easier than 1st Grade (FK -1.3)
RF.1.2c-Q2,1st Grade,warn,reading_level,Reads easier than 1st Grade (FK -1.3)
RF.1.2c-Q3,1st Grade,warn,reading_level,Reads easier than 1st Grade (FK -1.3)
RF.1.2c-Q3,1st Grade,warn,judge,"One of the distractors, /c/, is problematic as it represents a letter rather than a distinct sound in the word 'cup' separate from /k/, which can be confusing for 1st graders learning phoneme isolation."
RF.1.2c-Q4,1st Grade,warn,reading_level,Reads easier than 1st Grade (FK -1.3)
RF.1.2c-Q4,1st Grade,warn,judge,"The hint is too direct as it specifically asks the student to compare the target word with the correct answer choice, which gives away the answer rather than guiding the process."
RF.1.2c-Q5,1st Grade,warn,reading_level,Reads easier than 1st Grade (FK -1.3)
RF.1.2d-Q1,1st Grade,warn,reading_level,Reads easier than 1st Grade (FK -0.8)
RF.1.2d-Q1,1st Grade,fail,judge,"The hint explicitly segments the word into its sounds and then instructs the student to count them, which directly gives away the correct answer."
RF.1.2d-Q2,1st Grade,warn,judge,"The prompt and correct answer are appropriate for 1st grade phonics, but the hint explicitly gives away the answer by breaking down the sounds and stating the total count."
RF.1.2d-Q3,1st Grade,warn,reading_level,Reads easier than 1st Grade (FK -0.1)
RF.1.2d-Q4,1st Grade,warn,reading_level,Reads easier than 1st Grade (FK -0.7)
RF.1.2d-Q4,1st Grade,fail,judge,"The hint explicitly gives away the answer by segmenting the word into its individual sounds and stating that each letter makes its own sound, which directly leads to the correct count of four."
RF.1.2d-Q5,1st Grade,warn,judge,"The question, correct answer, and distractors are appropriate for the grade level, but the hint directly provides the correct answer, negating its purpose to guide without revealing."
RF.1.4b-Q1,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 5.9)
RF.1.4b-Q1,1st Grade,warn,judge,"The hint directly gives away the answer by stating 'Exclamation points mean strong feelings!', which is almost identical to the correct choice 'Excitement or strong feeling'."
RF.1.4b-Q5,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 5.9)
RF.1.4b-Q5,1st Grade,warn,judge,"The hint is too close to the correct answer, essentially providing the definition of expression rather than guiding the student to it."
RF.1.4c-Q1,1st Grade,warn,reading_level,Reads easier than 1st Grade (FK -0.3)
RF.1.4c-Q2,1st Grade,warn,reading_level,Reads easier than 1st Grade (FK -0.1)
RF.1.4c-Q2,1st Grade,fail,judge,"The hint directly gives away the correct answer, which undermines the purpose of the question."
RF.1.4c-Q3,1st Grade,warn,reading_level,Reads easier than 1st Grade (FK -0.3)
RF.1.4c-Q4,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 10.2)
RF.1.4c-Q5,1st Grade,warn,reading_level,Reads easier than 1st Grade (FK -1.3)
L.1.4-Q1,1st Grade,fail,judge,"The hint directly gives away the correct answer by explicitly stating that 'tiny means the same thing' as 'very small', which is the correct choice."
L.1.4-Q2,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 4.0)
L.1.4-Q3,1st Grade,warn,judge,"The question and choices are appropriate for the grade level, but the hint is too direct and essentially gives away the correct answer by explicitly naming the two contexts for the word 'bat.'"
L.1.4-Q4,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 3.0)
L.1.4-Q5,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 7.0)
L.1.4-Q5,1st Grade,warn,judge,"The hint directly defines the target word, essentially giving away the correct answer rather than guiding the student to infer its meaning from context or related concepts."
L.1.4a-Q1,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 4.0)
L.1.4a-Q2,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 4.3)
L.1.4a-Q3,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 3.5)
L.1.4a-Q4,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 5.5)
L.1.4a-Q5,1st Grade,warn,judge,"The hint directly provides the correct answer, which undermines the purpose of the question and does not encourage independent thinking."
L.1.4b-Q1,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 6.0)
L.1.4b-Q1,1st Grade,fail,judge,"The hint directly provides the meaning of the prefix 'un-', which is the key to understanding 'unhappy' and thus gives away the correct answer 'Not happy'."
L.1.4b-Q2,1st Grade,warn,judge,"The question and choices are appropriate for the grade level, but the hint directly provides the meaning of the prefix 're-', which essentially gives away the correct answer rather than guiding the student to infer it."
L.1.4b-Q3,1st Grade,fail,judge,"The hint directly gives away the correct answer, which defeats its purpose of guiding without revealing."
L.1.4b-Q4,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 3.3)
L.1.4b-Q4,1st Grade,warn,judge,"The question and distractors are appropriate for the grade level, but the hint directly provides the correct answer, which defeats its purpose of guiding without revealing."
L.1.4c-Q2,1st Grade,warn,reading_level,Reads easier than 1st Grade (FK -1.6)
L.1.4c-Q3,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 3.1)
L.1.4c-Q4,1st Grade,warn,judge,"The hint directly tells the student the exact operation needed to find the answer, which is too close to giving away the solution for a comprehension question."
L.1.5-Q1,1st Grade,warn,judge,The hint is a bit convoluted for a 1st grader and essentially gives away the answer by defining 'cold' as 'very not warm' rather than guiding the student to think about the concept of opposites.
L.1.5-Q2,1st Grade,warn,judge,"The hint directly connects 'big' and 'large' by stating their shared meaning, which essentially gives away the correct answer rather than guiding the student's thinking."
L.1.5-Q5,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 4.2)
L.1.5a-Q3,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 3.9)
L.1.5a-Q5,1st Grade,warn,reading_level,Reads easier than 1st Grade (FK -0.6)
L.1.5a-Q5,1st Grade,warn,judge,"The hint explicitly states the category ('types of transportation'), which is the primary inference the student is expected to make, thus giving away the conceptual link rather than guiding them to discover it."
L.1.5b-Q1,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 7.2)
L.1.5b-Q2,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 7.6)
L.1.5b-Q3,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 5.2)
L.1.5b-Q4,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 8.1)
L.1.5b-Q4,1st Grade,fail,judge,"The correct answer is not literally supported by a passage, as no passage was provided with the question."
L.1.5b-Q5,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 6.7)
L.1.5c-Q1,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 3.2)
L.1.5c-Q2,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 3.2)
L.1.5c-Q4,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 6.4)
L.1.5d-Q1,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 2.9)
L.1.5d-Q1,1st Grade,warn,judge,"The hint directly defines the correct answer, 'Gigantic,' as 'even bigger than big,' which essentially gives away the answer to the question 'Which word means MORE than big?'"
L.1.5d-Q2,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 9.3)
L.1.5d-Q3,1st Grade,warn,reading_level,Reads easier than 1st Grade (FK -0.5)
L.1.5d-Q4,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 3.5)
L.1.5d-Q4,1st Grade,warn,judge,"The hint directly defines the correct answer, which gives away the answer rather than guiding the student to figure it out independently."
L.1.5d-Q5,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 9.3)
L.1.6-Q1,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 5.4)
L.1.6-Q1,1st Grade,fail,judge,"The correct answer 'Enormous' is not literally supported by the provided sentence; it relies on general knowledge about elephants, which falls outside the scope of 'literally supported by the prompt/passage shown'."
L.1.6-Q2,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 8.6)
L.1.6-Q2,1st Grade,warn,judge,"The hint directly states the correct answer, which undermines its purpose of guiding the student without giving away the solution."
L.1.6-Q3,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 4.6)
L.1.6-Q4,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 4.8)
L.1.6-Q4,1st Grade,fail,judge,"The hint directly gives away the correct answer by stating 'this means BUT', which defeats the purpose of a hint."
L.1.6-Q5,1st Grade,warn,reading_level,Reads harder than 1st Grade (FK 6.0)
RL.2.1-Q5,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 3.9)
RL.2.2-Q1,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 4.4)
RL.2.2-Q2,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 3.9)
RL.2.2-Q3,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 4.1)
RL.2.2-Q5,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 4.1)
RL.2.3-Q1,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 4.3)
RL.2.3-Q2,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 3.7)
RL.2.3-Q3,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 3.7)
RL.2.3-Q5,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 4.4)
RL.2.4-Q2,2nd Grade,warn,judge,"The hint is too direct and nearly gives away the correct answer by stating the words 'copy the sounds a broom makes,' which is very close to 'Hear the sound of sweeping.'"
RL.2.4-Q3,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 3.7)
RL.2.4-Q4,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 6.8)
RL.2.4-Q5,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 3.7)
RL.2.5-Q1,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 6.4)
RL.2.5-Q2,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 7.2)
RL.2.5-Q3,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 4.9)
RL.2.5-Q4,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 6.3)
RL.2.5-Q5,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 5.1)
RL.2.6-Q1,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 6.9)
RL.2.6-Q3,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 6.7)
RL.2.6-Q4,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 4.4)
RL.2.6-Q5,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 4.8)
RL.2.7-Q1,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 9.2)
RL.2.7-Q3,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 9.1)
RL.2.7-Q4,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 4.1)
RL.2.7-Q5,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 3.5)
RL.2.9-Q1,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 3.6)
RL.2.9-Q2,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 12.0)
RL.2.9-Q2,2nd Grade,warn,judge,"The prompt and correct answer are appropriate for the grade level, and the distractors are plausible, but the hint explicitly gives away the answer by stating 'You do both!' after defining comparing and contrasting."
RL.2.9-Q3,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 5.7)
RL.2.9-Q4,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 5.1)
RL.2.9-Q5,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 10.5)
RL.2.10-Q1,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 4.8)
RL.2.10-Q1,2nd Grade,warn,judge,"The hint directly explains the reasoning for the correct answer, which gives away the answer rather than guiding the student to infer it themselves."
RL.2.10-Q2,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 5.1)
RL.2.10-Q3,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 5.0)
RL.2.10-Q4,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 4.8)
RL.2.10-Q5,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 4.4)
RI.2.1-Q3,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 5.5)
RI.2.1-Q5,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 3.9)
RI.2.2-Q1,2nd Grade,warn,reading_level,Reads easier than 2nd Grade (FK 0.9)
RI.2.2-Q2,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 7.0)
RI.2.2-Q3,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 4.2)
RI.2.2-Q5,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 8.8)
RI.2.2-Q5,2nd Grade,warn,judge,"The hint is too revealing as it essentially rephrases the core idea of the correct answer, making it less of a supportive clue and more of a direct pointer."
RI.2.3-Q1,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 8.2)
RI.2.3-Q2,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 4.0)
RI.2.3-Q3,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 6.0)
RI.2.3-Q5,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 4.4)
RI.2.4-Q1,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 5.7)
RI.2.4-Q2,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 4.9)
RI.2.4-Q3,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 4.8)
RI.2.4-Q4,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 6.9)
RI.2.5-Q2,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 6.1)
RI.2.5-Q2,2nd Grade,warn,judge,"The hint is too close to the correct answer, as stating that headings are 'little titles for each section' strongly implies their purpose is to tell what the section is about."
RI.2.5-Q3,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 4.2)
RI.2.5-Q3,2nd Grade,warn,judge,"The hint directly defines the correct answer, which gives away the solution rather than guiding the student to it."
RI.2.5-Q4,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 5.8)
RI.2.5-Q4,2nd Grade,fail,judge,"The hint gives away the correct answer by stating that bold words are 'important for the reader to know,' which is the core concept of the correct choice."
RI.2.5-Q5,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 10.5)
RI.2.6-Q2,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 6.0)
RI.2.6-Q3,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 5.6)
RI.2.6-Q4,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 9.8)
RI.2.6-Q4,2nd Grade,warn,judge,"The hint directly defines the correct answer using language very similar to the prompt, which gives away the answer rather than guiding the student to it."
RI.2.6-Q5,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 5.1)
RI.2.7-Q1,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 5.7)
RI.2.7-Q2,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 6.8)
RI.2.7-Q3,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 7.5)
RI.2.7-Q4,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 10.1)
RI.2.7-Q5,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 8.4)
RI.2.8-Q1,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 4.1)
RI.2.8-Q2,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 4.3)
RI.2.8-Q2,2nd Grade,warn,judge,"The hint directly gives away the correct answer by listing the reasons and then stating the total count, which defeats the purpose of a hint for a comprehension question."
RI.2.8-Q3,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 5.1)
RI.2.8-Q4,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 7.2)
RI.2.8-Q5,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 6.2)
RI.2.9-Q2,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 7.3)
RI.2.9-Q4,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 7.2)
RI.2.9-Q5,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 5.4)
RI.2.10-Q1,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 4.6)
RI.2.10-Q2,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 7.6)
RI.2.10-Q3,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 7.8)
RI.2.10-Q3,2nd Grade,warn,judge,"The hint ""To show recycling matters!"" is very close to the correct answer's main idea, potentially giving away too much of the answer for a 2nd-grade comprehension question."
RI.2.10-Q5,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 5.3)
RF.2.3-Q1,2nd Grade,warn,reading_level,Reads easier than 2nd Grade (FK -0.6)
RF.2.3-Q1,2nd Grade,warn,judge,"The question and choices are appropriate for the grade level, but the hint is too direct as it specifically asks for the 'ay' sound, which is the exact sound in the correct answer, making it too easy to identify without further thought."
RF.2.3-Q2,2nd Grade,warn,reading_level,Reads easier than 2nd Grade (FK -1.6)
RF.2.3-Q3,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 4.1)
RF.2.3-Q3,2nd Grade,warn,judge,"The question and distractors are well-designed for the grade level, but the hint explicitly uses the correct answer as an example, which gives away the solution."
RF.2.3-Q4,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 3.7)
RF.2.3-Q4,2nd Grade,fail,judge,"The hint explicitly segments the word 'pump-kin', which directly gives away the correct answer rather than guiding the student to discover it."
RF.2.3-Q5,2nd Grade,warn,reading_level,Reads harder than 2nd Grade (FK 7.1)
RF.2.3a-Q1,2nd Grade,warn,reading_level,Reads easier than 2nd Grade (FK -1.6)
RF.2.3a-Q2,2nd Grade,warn,reading_level,Reads easier than 2nd Grade (FK -1.6)
RF.2.3a-Q5,2nd Grade,warn,reading_level,Reads easier than 2nd Grade (FK -0.3)
RF.2.3a-Q5,2nd Grade,warn,judge,"The hint is too specific, as it directly points to the correct answer by stating 'One has a short 'i',' which is only true for one of the choices."
RF.2.3b-Q1,2nd Grade,warn,reading_level,Reads easier than 2nd Grade (FK 0.7)
RF.2.3b-Q1,2nd Grade,warn,judge,"The hint directly states the sound the vowel team makes, effectively giving away the correct answer rather than guiding the student to discover it."
RF.2.3b-Q2,2nd Grade,warn,reading_level,Reads easier than 2nd Grade (FK -0.6)
