grade,folder,standard_id,question_id,type,expected_path,tts_script
1st,1st-grade,L.1.4,L.1.4-Q3,multiple_choice,audio/1st-grade/L.1.4/L.1.4-Q3.mp3,"Read the sentence: 'The boy swung the bat to hit the ball.' What does the word 'bat' mean in this sentence?

A flying animal that sleeps during the day.... A stick used to play a game.... To blink your eyes quickly.... A loud sound."
1st,1st-grade,L.1.4,L.1.4-Q6,tap_to_pair,audio/1st-grade/L.1.4/L.1.4-Q6.mp3,Match each word to its meaning!
1st,1st-grade,L.1.4a,L.1.4a-Q6,tap_to_pair,audio/1st-grade/L.1.4a/L.1.4a-Q6.mp3,Match each word to its meaning!
1st,1st-grade,L.1.4b,L.1.4b-Q4,multiple_choice,audio/1st-grade/L.1.4b/L.1.4b-Q4.mp3,"What is a teacher?

A place where kids learn... A person who teaches you things... A book with many lessons... A game you play at school"
1st,1st-grade,L.1.4b,L.1.4b-Q6,tap_to_pair,audio/1st-grade/L.1.4b/L.1.4b-Q6.mp3,Match each word to its meaning!
1st,1st-grade,L.1.4c,L.1.4c-Q3,multiple_choice,audio/1st-grade/L.1.4c/L.1.4c-Q3.mp3,"If you want to describe an action happening *right now*, which word would you make from the root word 'jump'?

jumps... jumping... jumped... jump"
1st,1st-grade,L.1.5,L.1.5-Q4,multiple_choice,audio/1st-grade/L.1.5/L.1.5-Q4.mp3,"A bird can fly. Which word tells what a fish can do?

bark... hop... swim... sing"
1st,1st-grade,L.1.5a,L.1.5a-Q2,multiple_choice,audio/1st-grade/L.1.5a/L.1.5a-Q2.mp3,"Which group does a 'bird' belong in?

A) Toys... B) Animals... C) Food... D) Colors"
1st,1st-grade,L.1.5a,L.1.5a-Q4,multiple_choice,audio/1st-grade/L.1.5a/L.1.5a-Q4.mp3,"Look at these words: shirt, pants, shoes. Which word does NOT belong in this group?

A) hat... B) sock... C) apple... D) jacket"
1st,1st-grade,L.1.5a,L.1.5a-Q5,multiple_choice,audio/1st-grade/L.1.5a/L.1.5a-Q5.mp3,"Which word best names the group for 'car, bus, train'?

Animals... Food... Ways to go... Books"
1st,1st-grade,L.1.5a,L.1.5a-Q6,category_sort,audio/1st-grade/L.1.5a/L.1.5a-Q6.mp3,Sort the words — which ones are colors?
1st,1st-grade,RF.1.3a,RF.1.3a-Q1,multiple_choice,audio/1st-grade/RF.1.3a/RF.1.3a-Q1.mp3,"Which word begins with the same sound you hear at the start of 'shoe'?

A. chair... B. shell... C. whale... D. thumb"
1st,1st-grade,RF.1.3b,RF.1.3b-Q1,multiple_choice,audio/1st-grade/RF.1.3b/RF.1.3b-Q1.mp3,"Read the word: fox

fan... fix... fog... fox"
1st,1st-grade,RF.1.3b,RF.1.3b-Q2,multiple_choice,audio/1st-grade/RF.1.3b/RF.1.3b-Q2.mp3,"Which word names a small, furry pet that often says 'meow'?

fox... cat... dog... pig"
1st,1st-grade,RF.1.3b,RF.1.3b-Q3,multiple_choice,audio/1st-grade/RF.1.3b/RF.1.3b-Q3.mp3,"Look at the word: **cat**. Which choice tells you about a **cat**?

It is a big animal that lives in the ocean.... It is a small animal that barks.... It is a pet that says 'meow'.... It is a bird that flies in the sky."
1st,1st-grade,RF.1.3b,RF.1.3b-Q4,multiple_choice,audio/1st-grade/RF.1.3b/RF.1.3b-Q4.mp3,"Read the sentence. Which word best completes the sentence? ""I like to eat a sweet _______.""

bit... bun... bat... big"
1st,1st-grade,RF.1.3b,RF.1.3b-Q5,multiple_choice,audio/1st-grade/RF.1.3b/RF.1.3b-Q5.mp3,"Which word best completes the sentence: ""I see a big ____ in the sky.""

A. pig... B. sun... C. box... D. cup"
1st,1st-grade,RF.1.3c,RF.1.3c-Q2,multiple_choice,audio/1st-grade/RF.1.3c/RF.1.3c-Q2.mp3,"What word do you make when you add a Magic E to the end of **hop**?

hops... hope... hot... hap"
1st,1st-grade,RF.1.3d,RF.1.3d-Q2,multiple_choice,audio/1st-grade/RF.1.3d/RF.1.3d-Q2.mp3,"How many syllables are in the word **rabbit**?

One... Three... Two... Four"
1st,1st-grade,RF.1.3d,RF.1.3d-Q3,multiple_choice,audio/1st-grade/RF.1.3d/RF.1.3d-Q3.mp3,"How many syllables are in the word **butterfly**?

A. 2... B. 4... C. 3... D. 1"
1st,1st-grade,RF.1.3d,RF.1.3d-Q4,multiple_choice,audio/1st-grade/RF.1.3d/RF.1.3d-Q4.mp3,"How many syllables are in the word 'banana'?

One... Two... Three... Four"
1st,1st-grade,RF.1.3e,RF.1.3e-Q3,multiple_choice,audio/1st-grade/RF.1.3e/RF.1.3e-Q3.mp3,"How should you break the word **pencil** into syllables?

pe-ncil... pen-cil... penc-il... pen-c-il"
1st,1st-grade,RF.1.3e,RF.1.3e-Q4,multiple_choice,audio/1st-grade/RF.1.3e/RF.1.3e-Q4.mp3,"Which choice shows the word 'happy' correctly broken into its two syllables?

ha-ppy... hap-py... h-appy... happ-y"
1st,1st-grade,RF.1.3e,RF.1.3e-Q5,multiple_choice,audio/1st-grade/RF.1.3e/RF.1.3e-Q5.mp3,"Which word below is broken into two syllables correctly to help a reader sound it out?

ca-rpet... pi-lot... su-mmer... ki-tten"
1st,1st-grade,RF.1.3f,RF.1.3f-Q2,multiple_choice,audio/1st-grade/RF.1.3f/RF.1.3f-Q2.mp3,"Which word has the -ing ending?

jumped... running... sings... smaller"
1st,1st-grade,RF.1.3f,RF.1.3f-Q3,multiple_choice,audio/1st-grade/RF.1.3f/RF.1.3f-Q3.mp3,"Yesterday, the boy ________ to the store.

walk... walks... walked... walking"
1st,1st-grade,RF.1.3f,RF.1.3f-Q5,multiple_choice,audio/1st-grade/RF.1.3f/RF.1.3f-Q5.mp3,"When you read the word ""walked,"" what does the ending **-ed** tell you about when the walking happened?

The walking is happening right now.... The walking already happened.... The walking will happen soon.... The walking happened many times."
1st,1st-grade,RF.1.3g,RF.1.3g-Q2,multiple_choice,audio/1st-grade/RF.1.3g/RF.1.3g-Q2.mp3,"Look at these words. Which one is a tricky word?

fox... was... run... bed"
1st,1st-grade,RF.1.3g,RF.1.3g-Q3,multiple_choice,audio/1st-grade/RF.1.3g/RF.1.3g-Q3.mp3,"Which word says **have**?

gave... hive... have... heave"
1st,1st-grade,RF.1.3g,RF.1.3g-Q4,multiple_choice,audio/1st-grade/RF.1.3g/RF.1.3g-Q4.mp3,"Which sentence contains the irregularly spelled word 'were'?

A. My cat wants a treat.... B. They read a big book.... C. We were going to the park.... D. He likes to play games."
1st,1st-grade,RF.1.3g,RF.1.3g-Q5,multiple_choice,audio/1st-grade/RF.1.3g/RF.1.3g-Q5.mp3,"Which of these words is a tricky word?

run... cat... said... sit"
1st,1st-grade,RF.1.4a,RF.1.4a-Q1,multiple_choice,audio/1st-grade/RF.1.4a/RF.1.4a-Q1.mp3,"What is the main reason the author wrote the story about Lily and her ball?

To tell you about a sunny morning.... To teach you how to throw a ball.... To show how Lily solved a problem.... To help you learn about red balls."
1st,1st-grade,RF.1.4a,RF.1.4a-Q2,multiple_choice,audio/1st-grade/RF.1.4a/RF.1.4a-Q2.mp3,"What is the main reason you would choose to read 'A book about sharks'?

To learn how to make a delicious sandwich for lunch.... To understand how to tie your shoes all by yourself.... To find out what sharks look like and where they live.... To hear a funny story about a boy and his dog."
1st,1st-grade,RF.1.4a,RF.1.4a-Q3,multiple_choice,audio/1st-grade/RF.1.4a/RF.1.4a-Q3.mp3,"Read this story: My dog, Max, likes to run fast. He chases squirrels in the park. Max also loves to chew on his squeaky toy. When he is tired, he naps on the soft rug. Max is a fun dog to have! Now, what is this story mostly about?

Running fast in the park.... Where Max takes a nap.... What Max the dog likes to do.... How to find squirrels."
1st,1st-grade,RF.1.4a,RF.1.4a-Q4,multiple_choice,audio/1st-grade/RF.1.4a/RF.1.4a-Q4.mp3,"Read this story: ""Lily loved her little red ball. She threw it up high. Her dog, Max, jumped and caught it! They played all afternoon. Lily giggled when Max brought the ball back."" Why would someone read this story?

To learn how to throw a ball.... To enjoy reading a happy story.... To find out what dogs like to eat.... To know how to teach a dog tricks."
1st,1st-grade,RF.1.4a,RF.1.4a-Q5,multiple_choice,audio/1st-grade/RF.1.4a/RF.1.4a-Q5.mp3,"Read the text about butterflies.Butterflies start as small eggs. The eggs hatch into tiny caterpillars. Caterpillars eat many leaves to grow bigger. Then, a caterpillar makes a chrysalis around itself. Inside the chrysalis, it changes. After some time, a butterfly comes out! Butterflies fly and drink sweet nectar from flowers.What is the main reason the author wrote this text?

To make you laugh about caterpillars.... To teach you how butterflies grow.... To help you find butterflies outside.... To tell you a story about a flying butterfly."
1st,1st-grade,RL.1.10,RL.1.10-Q1,multiple_choice,audio/1st-grade/RL.1.10/RL.1.10-Q1.mp3,"Read this short story: ""Max loved his dog, Sparky. Sparky had soft brown fur and a wagging tail. Every morning, Max and Sparky went to the park. Max would throw a yellow frisbee, and Sparky would run and catch it. They both loved playtime.""  

Based on the story, what color was the frisbee Max threw?

A) Blue... B) Green... C) Yellow... D) Red"
1st,1st-grade,RL.1.10,RL.1.10-Q2,multiple_choice,audio/1st-grade/RL.1.10/RL.1.10-Q2.mp3,"Read this story: Lily loves to play. She has a big red ball. Lily rolls the ball to her dog, Max. Max barks and runs after the ball. They play in the green park. What does Lily use to play with Max?

a stick... a big red ball... a toy car... a blue kite"
1st,1st-grade,RL.1.10,RL.1.10-Q4,multiple_choice,audio/1st-grade/RL.1.10/RL.1.10-Q4.mp3,"After reading the poem 'My Little Dog,' what does the dog in the poem love to do?

sleep in a cozy bed... eat a big bowl of food... chase a bouncy ball... sing a happy song"
1st,1st-grade,RL.1.10,RL.1.10-Q5,multiple_choice,audio/1st-grade/RL.1.10/RL.1.10-Q5.mp3,"Read this little story:

""The little dog runs in the park.
He barks with joy, a happy sound.
He chases balls, then makes a mark,
And digs a hole deep in the ground.""

What kind of story is this?

A) A recipe... B) A poem... C) A regular story... D) A joke"
1st,1st-grade,RI.1.10,RI.1.10-Q1,multiple_choice,audio/1st-grade/RI.1.10/RI.1.10-Q1.mp3,"What is one special thing about giraffes?

A) They can swim very fast.... B) They have very long necks.... C) They build big dams.... D) They like to eat fish."
1st,1st-grade,RI.1.10,RI.1.10-Q2,multiple_choice,audio/1st-grade/RI.1.10/RI.1.10-Q2.mp3,"Read the short text. Then answer the question: Based on the text, what is something true about bugs?

A. Bugs only live in houses.... B. Ants have six legs.... C. All bugs have eight legs.... D. Spiders are a type of bug."
1st,1st-grade,RI.1.10,RI.1.10-Q3,multiple_choice,audio/1st-grade/RI.1.10/RI.1.10-Q3.mp3,"You need to find out one fact about a specific animal in a book. What is the best way to find that fact quickly?

Read every word on every page from the beginning.... Only read the words on the very first page.... Look at the pictures and the bold words that are like titles.... Ask a grown-up to tell you the fact."
1st,1st-grade,RI.1.10,RI.1.10-Q4,multiple_choice,audio/1st-grade/RI.1.10/RI.1.10-Q4.mp3,"Which animal can live in the ocean?

a fox... a whale... a squirrel... a mouse"
1st,1st-grade,RI.1.10,RI.1.10-Q5,multiple_choice,audio/1st-grade/RI.1.10/RI.1.10-Q5.mp3,"Based on the passage, what does a tadpole look like?

A tiny egg... A green leaf... A small fish... A baby bird"
1st,1st-grade,L.1.1,L.1.1-Q3,multiple_choice,audio/1st-grade/L.1.1/L.1.1-Q3.mp3,"Choose the word that best completes the sentence: The birds ___ flying in the sky.

is... was... am... are"
1st,1st-grade,L.1.1,L.1.1-Q4,multiple_choice,audio/1st-grade/L.1.1/L.1.1-Q4.mp3,"Yesterday, Mom ___ a big cake.

bake... bakes... baking... baked"
1st,1st-grade,L.1.1,L.1.1-Q5,multiple_choice,audio/1st-grade/L.1.1/L.1.1-Q5.mp3,"Which word best completes the sentence: The ______ puppy wagged its tail.

under... runs... happy... bark"
1st,1st-grade,L.1.2,L.1.2-Q2,multiple_choice,audio/1st-grade/L.1.2/L.1.2-Q2.mp3,"Which sentence ends with the correct mark?

A. Is it time to go!... B. The cat is sleeping... C. We saw a bird?... D. The dog barked."
1st,1st-grade,L.1.2,L.1.2-Q4,multiple_choice,audio/1st-grade/L.1.2/L.1.2-Q4.mp3,"Which sentence correctly uses the ending mark for a question?

A. What is your name.... B. What is your name!... C. What is your name,... D. What is your name?"
2nd,2nd-grade,RL.2.1,RL.2.1-Q2,multiple_choice,audio/2nd-grade/RL.2.1/RL.2.1-Q2.mp3,What object did Leo use to play fetch with Biscuit?
2nd,2nd-grade,RL.2.1,RL.2.1-Q4,multiple_choice,audio/2nd-grade/RL.2.1/RL.2.1-Q4.mp3,What did Grandpa and Tomas do right after they finished building the birdhouse?
2nd,2nd-grade,RL.2.1,RL.2.1-Q5,multiple_choice,audio/2nd-grade/RL.2.1/RL.2.1-Q5.mp3,Why was Ava disappointed?
2nd,2nd-grade,RL.2.5,RL.2.5-Q4,multiple_choice,audio/2nd-grade/RL.2.5/RL.2.5-Q4.mp3,Imagine you are starting to read a brand new story. What is the main reason the author writes the beginning part?
2nd,2nd-grade,RL.2.7,RL.2.7-Q3,multiple_choice,audio/2nd-grade/RL.2.7/RL.2.7-Q3.mp3,"In a story, the picture shows a character named Lily sitting alone with her head down, while a big storm rages outside her window. Based on the picture, how is Lily most likely feeling?"
2nd,2nd-grade,RL.2.9,RL.2.9-Q1,multiple_choice,audio/2nd-grade/RL.2.9/RL.2.9-Q1.mp3,"In one Cinderella story, a girl wishes to go to a royal party, and a fairy godmother helps her get there. In another Cinderella story, a different girl also dreams of attending a royal party, and magic fish help her. What happens in BOTH of these Cinderella stories?"
2nd,2nd-grade,RL.2.9,RL.2.9-Q2,multiple_choice,audio/2nd-grade/RL.2.9/RL.2.9-Q2.mp3,"When you compare two different versions of the same story, what is the most important thing to notice about them?"
2nd,2nd-grade,RL.2.9,RL.2.9-Q4,multiple_choice,audio/2nd-grade/RL.2.9/RL.2.9-Q4.mp3,Both 'The Three Little Pigs' and 'The True Story of the 3 Little Pigs!' tell about a wolf and three pigs. What is a *big difference* about the wolf in these two stories?
2nd,2nd-grade,RL.2.9,RL.2.9-Q5,multiple_choice,audio/2nd-grade/RL.2.9/RL.2.9-Q5.mp3,"Imagine you read two different versions of the same story. In the first version, the main character is saved by a friendly helper. In the second version, the main character figures out how to escape all by themselves. When you compare these two stories, what is the most important difference about the characters' experiences?"
2nd,2nd-grade,RI.2.1,RI.2.1-Q3,multiple_choice,audio/2nd-grade/RI.2.1/RI.2.1-Q3.mp3,Which of these items did George Washington Carver create using peanuts?
2nd,2nd-grade,RI.2.2,RI.2.2-Q1,multiple_choice,audio/2nd-grade/RI.2.2/RI.2.2-Q1.mp3,"Dogs are very special animals that make great pets. They are often called ""man's best friend"" because they are so loyal and friendly. Dogs love to play with their families and often follow them around. Having a dog can make your home feel happier and safer.

There are many different kinds of dogs, both small and big. No matter their size, most dogs love to run and play outside. They enjoy going for walks and playing fetch with a ball. It's important to give dogs exercise so they stay healthy and happy.

Some dogs even have important jobs! For example, guide dogs help people who cannot see to walk safely. Police dogs work with officers to keep communities safe. Other dogs can help find people who are lost. These working dogs show how smart and helpful dogs can be.

What is the main topic of the text?"
2nd,2nd-grade,RI.2.2,RI.2.2-Q3,multiple_choice,audio/2nd-grade/RI.2.2/RI.2.2-Q3.mp3,"Read the passage below.

**Penguins!**

Penguins are amazing birds that live in very cold places, mostly in the Southern Hemisphere. You can find many of them in Antarctica, where it is snowy and icy. They love to be near the ocean because that is where they find their food. Even though they are birds, penguins cannot fly! They are excellent swimmers.

What do penguins eat? These busy birds are very good hunters in the water. They dive deep to catch tasty fish, tiny shrimp called krill, and other small sea animals. Penguins use their strong flippers to ""fly"" through the water as they chase their meals.

When it's time for baby penguins, the parents work together. The mother penguin lays one or two eggs. Both mom and dad take turns keeping the eggs warm until the chicks hatch. Once the babies are born, their parents feed them and protect them from the cold. Soon, the little penguins are big enough to swim and find their own food!

What is the MAIN topic of the whole passage?"
2nd,2nd-grade,RI.2.2,RI.2.2-Q4,multiple_choice,audio/2nd-grade/RI.2.2/RI.2.2-Q4.mp3,"Water is all around us, and it can look very different! Sometimes it's hard like a rock, and sometimes it flows like a river. Water can even disappear into the air. This is because water can change its shape or form.

One form of water is a solid. When water gets very cold, it freezes and turns into ice. Ice is solid water. You can hold ice in your hand, and it keeps its shape. Ice cubes in your drink and snow on the ground are examples of solid water.

Another form of water is a liquid. When ice melts, it becomes liquid water. This is the water you drink, use to wash your hands, or see in a pond. Liquid water flows and takes the shape of its container. It's the most common form of water we see every day.

The third form of water is a gas. When liquid water gets very hot, it turns into a gas called steam or water vapor. You can sometimes see steam rising from a hot pot of water. Water vapor is in the air all around us, even if we can't always see it. It helps make clouds!

Based on the entire text, what is the main topic?"
2nd,2nd-grade,RI.2.2,RI.2.2-Q5,multiple_choice,audio/2nd-grade/RI.2.2/RI.2.2-Q5.mp3,"Read the passage below. What is the main topic of the passage? Many people love to have pets. Pets are animals that live with us in our homes. They can be fun and bring us joy. Dogs are popular pets. They like to play fetch and go for walks. Dogs need food, water, and lots of love. Cats are also common pets. They like to nap in sunny spots and chase toys. Cats need food, water, and a cozy place to sleep. Other pets include fish, birds, and hamsters. Fish swim in tanks. Birds sing songs. Hamsters run on wheels. No matter what kind, all pets need good care."
2nd,2nd-grade,RI.2.3,RI.2.3-Q4,multiple_choice,audio/2nd-grade/RI.2.3/RI.2.3-Q4.mp3,"After you spread peanut butter on one slice, what is the main reason you put the other slice of bread on top?"
2nd,2nd-grade,RI.2.3,RI.2.3-Q6,multiple_choice,audio/2nd-grade/RI.2.3/RI.2.3-Q6.mp3,The passage explains that the sun makes ocean water evaporate. What must happen to the water vapor *after* it rises for clouds to form?
2nd,2nd-grade,RI.2.3,RI.2.3-Q11,multiple_choice,audio/2nd-grade/RI.2.3/RI.2.3-Q11.mp3,"When making sea salt, why is it important that the sun heats the ocean water?"
2nd,2nd-grade,RI.2.3,RI.2.3-Q15,multiple_choice,audio/2nd-grade/RI.2.3/RI.2.3-Q15.mp3,"Based on the passage, how does the shallow ocean near the shore help plants grow on the ocean floor?"
2nd,2nd-grade,RI.2.4,RI.2.4-Q2,multiple_choice,audio/2nd-grade/RI.2.4/RI.2.4-Q2.mp3,Frogs often live near ponds and streams. These wet places are their habitats. What does the word **habitat** mean in this sentence?
2nd,2nd-grade,RI.2.8,RI.2.8-Q1,multiple_choice,audio/2nd-grade/RI.2.8/RI.2.8-Q1.mp3,"The author says recess helps kids ""focus better in class."" How does this reason help you understand why ""recess is important for kids""?"
2nd,2nd-grade,RI.2.8,RI.2.8-Q2,multiple_choice,audio/2nd-grade/RI.2.8/RI.2.8-Q2.mp3,Which of these is a reason the author gives for why you should drink more water?
2nd,2nd-grade,RI.2.8,RI.2.8-Q4,multiple_choice,audio/2nd-grade/RI.2.8/RI.2.8-Q4.mp3,"Read the short text. ""You should always wear a helmet when you ride your bike. Wearing a helmet is important because it keeps your head safe if you fall down. So, remember your helmet!"" Which statement best shares the author's main point and the reason that supports it?"
2nd,2nd-grade,RI.2.9,RI.2.9-Q2,multiple_choice,audio/2nd-grade/RI.2.9/RI.2.9-Q2.mp3,"Read Text A and Text B about the ocean.Text A: The ocean is a big home for many amazing animals! Whales are the biggest animals in the ocean. They swim and sing loud songs. Small, colorful fish dart through coral reefs. Crabs walk sideways on the sandy bottom. Jellyfish float and glow. All these animals need a clean ocean to live and play.Text B: Our ocean needs help to stay clean! Sometimes, trash like plastic bottles and bags floats into the ocean. This trash can hurt ocean animals. Fish might try to eat plastic, or turtles can get tangled. We can help by putting our trash in a bin and recycling. Keeping the ocean clean helps all the animals stay safe and healthy.After reading both texts, what is the biggest difference between what Text A and Text B teach us?"
2nd,2nd-grade,RI.2.9,RI.2.9-Q4,multiple_choice,audio/2nd-grade/RI.2.9/RI.2.9-Q4.mp3,Read these two texts. Text 1: 'Dogs are playful pets. They have soft fur. Dogs love to run and fetch balls. They often make a barking sound. Dogs need to go outside for walks.' Text 2: 'Cats are quiet pets. They also have soft fur. Cats like to nap and play with string. They often make a meowing sound. Cats like to stay indoors.' Which statement is true about BOTH texts?
2nd,2nd-grade,RI.2.10,RI.2.10-Q1,multiple_choice,audio/2nd-grade/RI.2.10/RI.2.10-Q1.mp3,"Based on the text, why would an octopus change its color?"
2nd,2nd-grade,RI.2.10,RI.2.10-Q5,multiple_choice,audio/2nd-grade/RI.2.10/RI.2.10-Q5.mp3,"Over many years, what causes a volcano to slowly get taller and wider?"
2nd,2nd-grade,RF.2.3,RF.2.3-Q3,multiple_choice,audio/2nd-grade/RF.2.3/RF.2.3-Q3.mp3,"If you are *not feeling happy*, which word best describes how you feel?"
2nd,2nd-grade,RF.2.3,RF.2.3-Q5,multiple_choice,audio/2nd-grade/RF.2.3/RF.2.3-Q5.mp3,What sound does the 'au' make in the word 'because'?
2nd,2nd-grade,RF.2.3a,RF.2.3a-Q4,multiple_choice,audio/2nd-grade/RF.2.3a/RF.2.3a-Q4.mp3,Which word has a short 'a' sound?
2nd,2nd-grade,RF.2.3a,RF.2.3a-Q5,multiple_choice,audio/2nd-grade/RF.2.3a/RF.2.3a-Q5.mp3,Which word has the same vowel sound as the word 'kite'?
2nd,2nd-grade,RF.2.3b,RF.2.3b-Q3,multiple_choice,audio/2nd-grade/RF.2.3b/RF.2.3b-Q3.mp3,Which word correctly completes the sentence and has the same vowel sound as **rain**? We went to the park to ______.
2nd,2nd-grade,RF.2.3b,RF.2.3b-Q4,multiple_choice,audio/2nd-grade/RF.2.3b/RF.2.3b-Q4.mp3,What sound does the 'oa' vowel team make in the word 'goat'?
2nd,2nd-grade,RF.2.3c,RF.2.3c-Q4,multiple_choice,audio/2nd-grade/RF.2.3c/RF.2.3c-Q4.mp3,Which choice shows how to correctly say the word **robot**?
2nd,2nd-grade,RF.2.3d,RF.2.3d-Q4,multiple_choice,audio/2nd-grade/RF.2.3d/RF.2.3d-Q4.mp3,"What does it mean if something is ""helpful""?"
2nd,2nd-grade,RF.2.3d,RF.2.3d-Q6,tap_to_pair,audio/2nd-grade/RF.2.3d/RF.2.3d-Q6.mp3,Match each word to its meaning!
2nd,2nd-grade,RF.2.3e,RF.2.3e-Q1,multiple_choice,audio/2nd-grade/RF.2.3e/RF.2.3e-Q1.mp3,"If you were trying to sound out each word below, which one would be the trickiest to read because its letter sounds don't follow the usual phonics rules?"
2nd,2nd-grade,RF.2.3e,RF.2.3e-Q5,multiple_choice,audio/2nd-grade/RF.2.3e/RF.2.3e-Q5.mp3,Which word below has a part that sounds different from how you would usually expect those letters to sound?
2nd,2nd-grade,RF.2.3f,RF.2.3f-Q1,multiple_choice,audio/2nd-grade/RF.2.3f/RF.2.3f-Q1.mp3,Read the sentence. Which word best completes the sentence? There were many ____ at the school fair.
2nd,2nd-grade,RF.2.3f,RF.2.3f-Q3,multiple_choice,audio/2nd-grade/RF.2.3f/RF.2.3f-Q3.mp3,Which of these words is spelled in a way that is tricky or does not follow common sound rules?
2nd,2nd-grade,RF.2.4,RF.2.4-Q1,multiple_choice,audio/2nd-grade/RF.2.4/RF.2.4-Q1.mp3,Imagine you are reading a fun story to your classmates. Which way of reading would help everyone understand the story best?
2nd,2nd-grade,RF.2.4a,RF.2.4a-Q1,multiple_choice,audio/2nd-grade/RF.2.4a/RF.2.4a-Q1.mp3,What did the farmer do to help his garden grow before summer?
2nd,2nd-grade,RF.2.4b,RF.2.4b-Q4,multiple_choice,audio/2nd-grade/RF.2.4b/RF.2.4b-Q4.mp3,Imagine you are reading a story out loud to your younger brother or sister. What is the best way to read so they can easily understand and enjoy the story?
2nd,2nd-grade,L.2.4,L.2.4-Q6,tap_to_pair,audio/2nd-grade/L.2.4/L.2.4-Q6.mp3,Match each word to its meaning!
2nd,2nd-grade,L.2.4a,L.2.4a-Q6,tap_to_pair,audio/2nd-grade/L.2.4a/L.2.4a-Q6.mp3,Match each word to its meaning!
2nd,2nd-grade,L.2.4b,L.2.4b-Q6,tap_to_pair,audio/2nd-grade/L.2.4b/L.2.4b-Q6.mp3,Match each word to its meaning!
2nd,2nd-grade,L.2.4c,L.2.4c-Q3,multiple_choice,audio/2nd-grade/L.2.4c/L.2.4c-Q3.mp3,"If someone is *helpless*, what does that mean about them?"
2nd,2nd-grade,L.2.4c,L.2.4c-Q6,tap_to_pair,audio/2nd-grade/L.2.4c/L.2.4c-Q6.mp3,Match each word to its meaning!
2nd,2nd-grade,L.2.4d,L.2.4d-Q2,multiple_choice,audio/2nd-grade/L.2.4d/L.2.4d-Q2.mp3,"If you know what **rain** means and what **coat** means, what does a **raincoat** help you do?"
2nd,2nd-grade,L.2.4d,L.2.4d-Q5,multiple_choice,audio/2nd-grade/L.2.4d/L.2.4d-Q5.mp3,"If ""rain"" means water falling from the sky and a ""coat"" is clothing you wear, what does a ""raincoat"" help you do?"
2nd,2nd-grade,L.2.4e,L.2.4e-Q1,multiple_choice,audio/2nd-grade/L.2.4e/L.2.4e-Q1.mp3,"In a nonfiction book, a glossary helps you understand new words. If you see this entry: ""desert: a very dry place with little water,"" what does ""desert"" mean?"
2nd,2nd-grade,L.2.4e,L.2.4e-Q2,multiple_choice,audio/2nd-grade/L.2.4e/L.2.4e-Q2.mp3,"Read this sentence: 'Maya was excited to discover a hidden key under the rug.' If you used a dictionary to understand the word 'discover,' which meaning would best fit the sentence?"
2nd,2nd-grade,L.2.4e,L.2.4e-Q4,multiple_choice,audio/2nd-grade/L.2.4e/L.2.4e-Q4.mp3,"A glossary says that 'flutter' means to move wings quickly. If a butterfly starts to flutter, what is it doing?"
2nd,2nd-grade,L.2.4e,L.2.4e-Q5,multiple_choice,audio/2nd-grade/L.2.4e/L.2.4e-Q5.mp3,"A dictionary entry for a word looks like this: penguin (noun): A large bird that lives in cold places, swims very well, and has black and white feathers. It cannot fly.Based on this dictionary entry, which sentence tells you what 'penguin' means?"
2nd,2nd-grade,L.2.6,L.2.6-Q2,multiple_choice,audio/2nd-grade/L.2.6/L.2.6-Q2.mp3,The girl sang her favorite song. She wanted all her friends to hear it from far away. Which word best tells how she sang?
2nd,2nd-grade,L.2.1,L.2.1-Q1,multiple_choice,audio/2nd-grade/L.2.1/L.2.1-Q1.mp3,Which sentence shows the correct way to use a verb?
