grade,folder,standard_id,question_id,type,expected_path,tts_script
2nd,2nd-grade,L.2.1,L.2.1-Q4,multiple_choice,audio/2nd-grade/L.2.1/L.2.1-Q4.mp3,"Read the sentence: ""A flock of birds flew over the park."" Imagine only one bird flew over the park. Which word would best complete this new sentence: ""A _______ flew over the park."""
2nd,2nd-grade,L.2.2,L.2.2-Q2,multiple_choice,audio/2nd-grade/L.2.2/L.2.2-Q2.mp3,"Which sentence uses the contraction ""can't"" correctly?"
2nd,2nd-grade,L.2.2,L.2.2-Q5,multiple_choice,audio/2nd-grade/L.2.2/L.2.2-Q5.mp3,Which sentence uses commas correctly to list things?
3rd,3rd-grade,RL.3.3,RL.3.3-Q5,multiple_choice,audio/3rd-grade/RL.3.3/RL.3.3-Q5.mp3,"Lily wanted to build the tallest sandcastle on the beach. First, she watched how the waves came in and where the sand was firmest. Then, she drew a small picture of her castle in the sand with a stick. She decided to dig a wide, shallow moat first, so the water wouldn't wash her castle away. Only after she had a clear idea did she start piling up sand for the towers.

Based on her actions in the story, which word best describes Lily?"
3rd,3rd-grade,RL.3.4,RL.3.4-Q6,tap_to_pair,audio/3rd-grade/RL.3.4/RL.3.4-Q6.mp3,Match each expression to its meaning!
3rd,3rd-grade,RL.3.5,RL.3.5-Q1,multiple_choice,audio/3rd-grade/RL.3.5/RL.3.5-Q1.mp3,"If your teacher asks you to read the second 'stanza' of a poem, what is she telling you to do?"
3rd,3rd-grade,RL.3.5,RL.3.5-Q4,multiple_choice,audio/3rd-grade/RL.3.5/RL.3.5-Q4.mp3,"Read the poem below. How many stanzas are in the poem 'My Dog Spot'?My dog Spot is fluffy and white,He barks all day and sleeps all night.He loves to play with his red ball,And comes running when I call.When we go out for a walk,He likes to sniff and sometimes talk.He wags his tail with happy sound,The best dog ever, all around.He chases squirrels up a tree,And brings his favorite toy to me.He's always there, a loyal friend,Our happy times will never end."
3rd,3rd-grade,RL.3.6,RL.3.6-Q1,multiple_choice,audio/3rd-grade/RL.3.6/RL.3.6-Q1.mp3,"The narrator says, ""Vegetables are the most boring food in the world."" How does *your* point of view about vegetables compare to the narrator's?"
3rd,3rd-grade,RL.3.6,RL.3.6-Q4,multiple_choice,audio/3rd-grade/RL.3.6/RL.3.6-Q4.mp3,Read this part of a story: 'Mia skipped happily down the path. She didn't know a small puddle was hiding just ahead!' What does the narrator tell you that Mia does not know?
3rd,3rd-grade,RL.3.7,RL.3.7-Q2,multiple_choice,audio/3rd-grade/RL.3.7/RL.3.7-Q2.mp3,"Read this story part: 'Leo crept down the long, spooky hallway. Every little creak and groan made him jump. He wondered what was hiding in the shadows.' Imagine an illustration for this story shows Leo holding a tiny, flickering flashlight, his eyes wide with worry, and tall, dark shadows stretching from corners. How does this illustration help you understand the story words?"
3rd,3rd-grade,RL.3.7,RL.3.7-Q4,multiple_choice,audio/3rd-grade/RL.3.7/RL.3.7-Q4.mp3,"In the story, the words describe Lily: 'Lily skipped into the classroom, her backpack bouncing. She always had a big smile and loved to share her colorful drawings with everyone.' The picture shows Lily with a wide, joyful smile, her eyes sparkling, and holding up a brightly colored drawing. How does this illustration help you understand what kind of person Lily is?"
3rd,3rd-grade,RL.3.9,RL.3.9-Q2,multiple_choice,audio/3rd-grade/RL.3.9/RL.3.9-Q2.mp3,Imagine two stories by the same author. The first story is about two friends who live near big buildings and play in a busy park. The second story is about two friends who live on a farm and play near animals in a field. Both stories show how important friendship is. Which part of the stories is clearly different?
3rd,3rd-grade,RL.3.9,RL.3.9-Q4,multiple_choice,audio/3rd-grade/RL.3.9/RL.3.9-Q4.mp3,"An author writes two stories about a character named Rosie. In the first story, Rosie learns that being kind is important. In the second story, Rosie learns that it's okay to ask for help. What literary element is different between these two stories?"
3rd,3rd-grade,RL.3.9,RL.3.9-Q5,multiple_choice,audio/3rd-grade/RL.3.9/RL.3.9-Q5.mp3,"Story 1: Lily really wanted to win the school's running race. She practiced every single day, even when she was tired. She didn't come in first, but she was happy because she tried her very best.Story 2: Tom saw his elderly neighbor trying to carry a heavy bag. Tom quickly ran over to help his neighbor. His neighbor smiled and thanked him. Tom felt good inside for being helpful.What is a major difference between Story 1 and Story 2?"
3rd,3rd-grade,RL.3.10,RL.3.10-Q1,multiple_choice,audio/3rd-grade/RL.3.10/RL.3.10-Q1.mp3,What does the old woman's action of putting a lantern in her window every night reveal about the kind of person she is?
3rd,3rd-grade,RL.3.10,RL.3.10-Q3,multiple_choice,audio/3rd-grade/RL.3.10/RL.3.10-Q3.mp3,"After the other kids said Sana couldn't climb the tree, what did she do next?"
3rd,3rd-grade,RI.3.1,RI.3.1-Q1,multiple_choice,audio/3rd-grade/RI.3.1/RI.3.1-Q1.mp3,"Which statement tells two important things about the Amazon Rainforest, according to the text?"
3rd,3rd-grade,RI.3.1,RI.3.1-Q4,multiple_choice,audio/3rd-grade/RI.3.1/RI.3.1-Q4.mp3,"According to the text, what did Thomas Edison say he found instead of failures when trying to invent the light bulb?"
3rd,3rd-grade,RI.3.2,RI.3.2-Q4,multiple_choice,audio/3rd-grade/RI.3.2/RI.3.2-Q4.mp3,"Read the passage below.Butterflies start as tiny eggs. The eggs hatch into larvae, which are called caterpillars. Caterpillars eat many leaves and grow bigger. After growing, a caterpillar forms a pupa around itself, often called a chrysalis. Inside the chrysalis, the caterpillar changes. Finally, a beautiful butterfly comes out!What is the main idea of this passage?"
3rd,3rd-grade,RI.3.3,RI.3.3-Q2,multiple_choice,audio/3rd-grade/RI.3.3/RI.3.3-Q2.mp3,What happened because Rosa Parks refused to give up her bus seat?
3rd,3rd-grade,RI.3.3,RI.3.3-Q6,category_sort,audio/3rd-grade/RI.3.3/RI.3.3-Q6.mp3,Sort these into Cause or Effect!
3rd,3rd-grade,RI.3.4,RI.3.4-Q1,multiple_choice,audio/3rd-grade/RI.3.4/RI.3.4-Q1.mp3,Imagine a plant soaking up sunshine! It's also drinking water and taking in a special gas from the air. All of these things help the plant do its job of making food for itself. This important job is called photosynthesis.
3rd,3rd-grade,RI.3.4,RI.3.4-Q4,multiple_choice,audio/3rd-grade/RI.3.4/RI.3.4-Q4.mp3,"Deer, rabbits, and cows are called herbivores. These animals eat things like grass, clover, and hay. Based on this information, what do herbivores eat?"
3rd,3rd-grade,RI.3.5,RI.3.5-Q1,multiple_choice,audio/3rd-grade/RI.3.5/RI.3.5-Q1.mp3,Imagine you have a science textbook and you want to quickly find all the pages that explain what volcanoes are. Which text feature would be the most helpful to use?
3rd,3rd-grade,RI.3.5,RI.3.5-Q4,multiple_choice,audio/3rd-grade/RI.3.5/RI.3.5-Q4.mp3,"Imagine you are reading a non-fiction book about space and you want to quickly find the exact page that talks about ""Mars."" Which part of the book would you use to efficiently locate this specific information?"
3rd,3rd-grade,RI.3.6,RI.3.6-Q1,multiple_choice,audio/3rd-grade/RI.3.6/RI.3.6-Q1.mp3,"After a long day at school, some kids just want to play. They might think homework is just more work. But doing a little practice at home can really help your brain remember new things. If you practice your sight words, you'll read faster. If you review your math problems, you'll feel ready for the test. Homework gives your brain a chance to grow even stronger and helps you truly understand what you learned in class.

The author of this passage most likely believes that homework is:"
3rd,3rd-grade,RI.3.6,RI.3.6-Q3,multiple_choice,audio/3rd-grade/RI.3.6/RI.3.6-Q3.mp3,"Read the paragraph. What is the author's point of view about dogs?

""Dogs are the best pets anyone could ask for! They are always so happy to see you when you come home, wagging their tails. Dogs love to play fetch in the park, which is great exercise for both of you. Plus, they can learn tricks like 'sit' and 'stay' very quickly. Having a dog means you always have a loyal friend by your side."""
3rd,3rd-grade,RI.3.6,RI.3.6-Q5,multiple_choice,audio/3rd-grade/RI.3.6/RI.3.6-Q5.mp3,"After reading the text, ""Eating a big salad every single night is the best way to stay strong and smart. Only vegetables can give you all the vitamins you need. If you don't eat a salad, you might not be as healthy as you could be,"" which statement shows a different point of view you might have about staying healthy?"
3rd,3rd-grade,RI.3.8,RI.3.8-Q2,multiple_choice,audio/3rd-grade/RI.3.8/RI.3.8-Q2.mp3,How do the first two paragraphs of the passage connect to each other?
3rd,3rd-grade,RI.3.8,RI.3.8-Q5,multiple_choice,audio/3rd-grade/RI.3.8/RI.3.8-Q5.mp3,"Read these sentences: ""First, Maya watered her plants. Then, she opened the window to let in fresh air."" What does the word ""Then"" tell us about these two things?"
3rd,3rd-grade,RI.3.9,RI.3.9-Q1,multiple_choice,audio/3rd-grade/RI.3.9/RI.3.9-Q1.mp3,Text A explains how sharks find their food. Text B explains why there are fewer sharks in the ocean. How are the main ideas of Text A and Text B different?
3rd,3rd-grade,RI.3.9,RI.3.9-Q5,multiple_choice,audio/3rd-grade/RI.3.9/RI.3.9-Q5.mp3,Which statement best compares the main points of Text A and Text B?
3rd,3rd-grade,RI.3.10,RI.3.10-Q1,multiple_choice,audio/3rd-grade/RI.3.10/RI.3.10-Q1.mp3,"According to the passage, what role do coral polyps play in the Great Barrier Reef being the largest living structure on Earth?"
3rd,3rd-grade,RF.3.3a,RF.3.3a-Q4,multiple_choice,audio/3rd-grade/RF.3.3a/RF.3.3a-Q4.mp3,"If a movie is ""enjoyable,"" what does the suffix -able tell us about the movie?"
3rd,3rd-grade,RF.3.3b,RF.3.3b-Q1,multiple_choice,audio/3rd-grade/RF.3.3b/RF.3.3b-Q1.mp3,What sound does **-tion** make at the end of a word?
3rd,3rd-grade,RF.3.3b,RF.3.3b-Q2,multiple_choice,audio/3rd-grade/RF.3.3b/RF.3.3b-Q2.mp3,"Which word contains the Latin suffix **-sion** and makes the /shun/ sound, like in 'push'?"
3rd,3rd-grade,RF.3.3b,RF.3.3b-Q4,multiple_choice,audio/3rd-grade/RF.3.3b/RF.3.3b-Q4.mp3,"The word ""active"" means ""full of action."" Which word below uses a common Latin suffix to show that something has a lot of a certain quality?"
3rd,3rd-grade,RF.3.3c,RF.3.3c-Q3,multiple_choice,audio/3rd-grade/RF.3.3c/RF.3.3c-Q3.mp3,"Which choice correctly shows how to break the word ""fantastic"" into smaller parts to help you read it?"
3rd,3rd-grade,RF.3.3d,RF.3.3d-Q1,multiple_choice,audio/3rd-grade/RF.3.3d/RF.3.3d-Q1.mp3,Read the sentence below. Choose the word that best completes the sentence. I have had _______ to eat.
3rd,3rd-grade,RF.3.3d,RF.3.3d-Q2,multiple_choice,audio/3rd-grade/RF.3.3d/RF.3.3d-Q2.mp3,"When you used your brain to figure out a tough math problem, what did you do?"
3rd,3rd-grade,RF.3.3d,RF.3.3d-Q3,multiple_choice,audio/3rd-grade/RF.3.3d/RF.3.3d-Q3.mp3,"Which sentence uses the word ""through"" correctly?"
3rd,3rd-grade,RF.3.4,RF.3.4-Q1,multiple_choice,audio/3rd-grade/RF.3.4/RF.3.4-Q1.mp3,"Which choice best describes how a reader should say the sentence, ""Wow, what a surprise!"""
3rd,3rd-grade,RF.3.4,RF.3.4-Q2,multiple_choice,audio/3rd-grade/RF.3.4/RF.3.4-Q2.mp3,"When a student reads a story fluently, what helps them understand the story best?"
3rd,3rd-grade,RF.3.4,RF.3.4-Q3,multiple_choice,audio/3rd-grade/RF.3.4/RF.3.4-Q3.mp3,"Read the sentence below. Which word makes the sentence confusing and needs to be changed?""My sister wanted too go to the park with us."""
3rd,3rd-grade,RF.3.4,RF.3.4-Q5,multiple_choice,audio/3rd-grade/RF.3.4/RF.3.4-Q5.mp3,Imagine a student is reading the sentence 'The little bird sang a happy song.' Which choice shows the student reading every word correctly?
3rd,3rd-grade,RF.3.4a,RF.3.4a-Q3,multiple_choice,audio/3rd-grade/RF.3.4a/RF.3.4a-Q3.mp3,"Based on the inventions mentioned in the text, what can you understand about Benjamin Franklin's interests?"
3rd,3rd-grade,RF.3.4a,RF.3.4a-Q5,multiple_choice,audio/3rd-grade/RF.3.4a/RF.3.4a-Q5.mp3,"Read the story. Squeaky the squirrel was very busy. He spent his days collecting acorns and burying them near the big oak tree. He knew winter was coming soon, and he wanted to have plenty of food saved up. Squeaky worked hard to make sure he would not be hungry when the snow fell. What is the main idea of this story?"
3rd,3rd-grade,RF.3.4b,RF.3.4b-Q3,multiple_choice,audio/3rd-grade/RF.3.4b/RF.3.4b-Q3.mp3,"Imagine you are reading a fun adventure story to your classmates. To make sure they understand and enjoy the story the most, how should you read?"
3rd,3rd-grade,RF.3.4c,RF.3.4c-Q2,multiple_choice,audio/3rd-grade/RF.3.4c/RF.3.4c-Q2.mp3,"Lily loved to watch the birds. One day, she saw a robin building its nest. It used tiny twigs and soft grass. The robin worked hard to *construct* a cozy home for its eggs. If you weren't sure what 'construct' meant, what would be the best way to understand it?"
3rd,3rd-grade,RF.3.4c,RF.3.4c-Q5,multiple_choice,audio/3rd-grade/RF.3.4c/RF.3.4c-Q5.mp3,"You read **wind** as rhyming with **find** in this sentence: ""The wind blew the leaves across the yard."" Is that correct?"
3rd,3rd-grade,L.3.4,L.3.4-Q6,tap_to_pair,audio/3rd-grade/L.3.4/L.3.4-Q6.mp3,Match each word to its meaning in context!
3rd,3rd-grade,L.3.4a,L.3.4a-Q6,tap_to_pair,audio/3rd-grade/L.3.4a/L.3.4a-Q6.mp3,Match each word to its meaning!
3rd,3rd-grade,L.3.4b,L.3.4b-Q6,tap_to_pair,audio/3rd-grade/L.3.4b/L.3.4b-Q6.mp3,Match each word to its meaning!
3rd,3rd-grade,L.3.4c,L.3.4c-Q6,tap_to_pair,audio/3rd-grade/L.3.4c/L.3.4c-Q6.mp3,Match each root or word to its meaning!
3rd,3rd-grade,L.3.4d,L.3.4d-Q3,multiple_choice,audio/3rd-grade/L.3.4d/L.3.4d-Q3.mp3,"Read the dictionary entry below for the word 'giggle.'giggle (gig-uhl) verb.1. To laugh in a silly, often quiet way.Example: The children started to giggle when the clown made a funny face.What does the word 'giggle' mean?"
3rd,3rd-grade,L.3.1,L.3.1-Q1,multiple_choice,audio/3rd-grade/L.3.1/L.3.1-Q1.mp3,Which sentence correctly uses a verb to show something happened in the past?
4th,4th-grade,RL.4.2,RL.4.2-Q3,multiple_choice,audio/4th-grade/RL.4.2/RL.4.2-Q3.mp3,"Read the story below. What is the main lesson the story about Lily teaches?

Lily wanted to learn to ride her bike without training wheels. She fell many times. Her knees got scraped, and she felt like giving up. But her dad told her, ""Keep trying, Lily! You'll get it!"" Lily took a deep breath. She got back on the bike. She pushed off and wobbled. Then, she pedaled a little further. After many more tries, she finally rode all the way down the sidewalk without falling! A big smile spread across her face."
4th,4th-grade,RL.4.2,RL.4.2-Q5,multiple_choice,audio/4th-grade/RL.4.2/RL.4.2-Q5.mp3,"Read the story about Lily.Lily the squirrel woke up feeling very hungry in her cozy nest. She remembered a big, shiny acorn on the ground. When Lily scurried down the tree to get it, a grumpy blue jay was already pecking at her acorn! Lily didn't give up easily. She puffed up her fur and stamped her tiny feet, making the blue jay squawk and fly away. Happy, Lily grabbed her acorn and carried it back up to her nest for a yummy breakfast.Which sentence best summarizes the story?"
4th,4th-grade,RL.4.3,RL.4.3-Q4,multiple_choice,audio/4th-grade/RL.4.3/RL.4.3-Q4.mp3,"Read the passage about Leo. Then, based on the passage, which statement best describes Leo in depth? Leo was the new kid in Mrs. Davis's class. He often wore a blue shirt and had bright, curious eyes behind his round glasses. During recess, while other kids ran and played tag, Leo found a quiet spot under the big oak tree. He carefully opened a thick book about dinosaurs, his favorite topic. When Maya walked over and asked, 'What are you reading?' Leo looked up, a small smile appearing on his face, and eagerly began to explain the different types of dinosaurs."
4th,4th-grade,RL.4.6,RL.4.6-Q1,multiple_choice,audio/4th-grade/RL.4.6/RL.4.6-Q1.mp3,"The sentence ""I couldn't believe my eyes when I opened the door"" is narrated from the character's own point of view. If this same event was instead told by a narrator who is *not* a character in the story, what would most likely change for the reader?"
4th,4th-grade,RL.4.6,RL.4.6-Q2,multiple_choice,audio/4th-grade/RL.4.6/RL.4.6-Q2.mp3,"Read these two passages: Passage A: 'I pressed my face against the cold window, watching the first snowflakes fall. A shiver went down my spine, not from the cold, but from excitement! I couldn't wait to build a snowman.' Passage B: 'Leo pressed his face against the cold window, watching the first snowflakes fall. A shiver went down his spine, not from the cold, but from excitement! He couldn't wait to build a snowman.' How does the way each passage is told affect how you understand the main character's feelings?"
4th,4th-grade,RL.4.6,RL.4.6-Q4,multiple_choice,audio/4th-grade/RL.4.6/RL.4.6-Q4.mp3,"Read the story below:""Lily looked out the window. She felt a little nervous about her first day at the new school. 'What if no one wants to play with me?' she wondered. Her mom smiled, 'You'll do great, sweetie.' But Lily still worried about making new friends.""Which statement best describes the point of view of this story?"
4th,4th-grade,RL.4.7,RL.4.7-Q5,multiple_choice,audio/4th-grade/RL.4.7/RL.4.7-Q5.mp3,"Imagine reading a book where a wizard's tower is described as being made of smooth, black stone, reaching high into the clouds, with a giant, glowing crystal at the very top. If the movie adaptation of this story shows the wizard's tower as a short, brick building with a regular antenna, what is the biggest difference a reader would notice between the book and the movie?"
4th,4th-grade,RL.4.9,RL.4.9-Q2,multiple_choice,audio/4th-grade/RL.4.9/RL.4.9-Q2.mp3,"Imagine you read two flood myths. In the first myth, a powerful god sends the flood because people have become unkind. In the second myth, the flood happens because a giant river overflows for many years without stopping. What is the main difference in how these two myths explain why the flood began?"
4th,4th-grade,RL.4.9,RL.4.9-Q3,multiple_choice,audio/4th-grade/RL.4.9/RL.4.9-Q3.mp3,"In a European fairy tale, a small fox uses its wits to outsmart a much larger, stronger animal. In a West African folktale, Anansi the spider, who is not very big, uses clever plans to trick powerful creatures. What main idea do these two stories share?"
4th,4th-grade,RL.4.9,RL.4.9-Q4,multiple_choice,audio/4th-grade/RL.4.9/RL.4.9-Q4.mp3,Imagine you have read two stories from different cultures that both share the theme of 'courage.' What would be the *best* way to compare *how* each story shows courage?
4th,4th-grade,RI.4.1,RI.4.1-Q5,multiple_choice,audio/4th-grade/RI.4.1/RI.4.1-Q5.mp3,"Read the passage below. After reading, what can you infer about Maya?

""Maya woke up early, even before the sun peeked over the hills. She tiptoed to the kitchen, careful not to wake her sleeping family. Quietly, she gathered flour, sugar, and chocolate chips. She hummed a little tune as she mixed the ingredients, a big smile on her face. By the time her parents came downstairs, the kitchen smelled wonderful, and a plate of warm cookies sat on the counter."""
4th,4th-grade,RI.4.2,RI.4.2-Q3,multiple_choice,audio/4th-grade/RI.4.2/RI.4.2-Q3.mp3,"Read the passage about bees, then answer the question. ""Bees are amazing insects that play a super important role in nature. They are known for making honey, which is a sweet food that humans and other animals love to eat. But bees do much more than just make honey! When bees fly from flower to flower collecting nectar, they also carry tiny grains of pollen on their bodies. This movement of pollen helps plants make seeds and new plants. Without bees, many fruits, vegetables, and flowers would not be able to grow. There are many different kinds of bees, like honeybees and bumblebees, and they all work hard to help our planet."" Which choice provides the best summary of the text?"
4th,4th-grade,RI.4.4,RI.4.4-Q6,tap_to_pair,audio/4th-grade/RI.4.4/RI.4.4-Q6.mp3,Match each word to its meaning!
4th,4th-grade,RI.4.5,RI.4.5-Q5,multiple_choice,audio/4th-grade/RI.4.5/RI.4.5-Q5.mp3,"A science article describes how a tiny seed grows into a big oak tree. It explains what happens first, then next, and finally, what the tree looks like when it's fully grown. What is the overall structure of this article?"
4th,4th-grade,RI.4.5,RI.4.5-Q6,category_sort,audio/4th-grade/RI.4.5/RI.4.5-Q6.mp3,Sort each passage description into its text structure!
4th,4th-grade,RI.4.6,RI.4.6-Q1,multiple_choice,audio/4th-grade/RI.4.6/RI.4.6-Q1.mp3,"When comparing a firsthand account and a secondhand account of the same event, what is one important difference you would expect to find?"
4th,4th-grade,RI.4.6,RI.4.6-Q4,multiple_choice,audio/4th-grade/RI.4.6/RI.4.6-Q4.mp3,"Read Account A and Account B. Which statement correctly describes how these two accounts tell about the earthquake?Account A: ""I could feel the ground shaking under my feet. Dust filled the air and I couldn't see.""Account B: ""The earthquake measured 6.7 on the Richter scale and caused significant structural damage."""
4th,4th-grade,RI.4.7,RI.4.7-Q5,multiple_choice,audio/4th-grade/RI.4.7/RI.4.7-Q5.mp3,"A teacher made a bar graph to show the favorite ice cream flavors of her students. The graph shows that the bar for 'Chocolate' is the tallest, while the bar for 'Vanilla' is the shortest of all the flavors listed. What does this graph tell you about the students' ice cream preferences?"
4th,4th-grade,RI.4.8,RI.4.8-Q2,multiple_choice,audio/4th-grade/RI.4.8/RI.4.8-Q2.mp3,"In a text, an author writes: 'Recess actually helps students learn and focus better in class. For example, some schools have seen that students who get a good break outside perform 20% better on their math and reading tests after lunch.' How does the author use the information about students performing 20% better on tests?"
4th,4th-grade,RI.4.9,RI.4.9-Q3,multiple_choice,audio/4th-grade/RI.4.9/RI.4.9-Q3.mp3,"Read the two texts about butterflies and moths.

Text 1: Butterflies
Butterflies are a type of insect. They are usually active in the daytime, flying around when the sun is out. When a butterfly lands to rest, its colorful wings often close and stand straight up over its back. To grow from a larva into an adult, a butterfly forms a hard casing called a chrysalis.

Text 2: Moths
Moths are also insects, and they are related to butterflies. Many moths are active at night, flying when it is dark. When a moth rests, its wings usually lay flat against its body. To grow from a larva into an adult, a moth spins a soft, silky covering called a cocoon around itself.

Which statement correctly combines information from both texts?"
4th,4th-grade,RF.4.3,RF.4.3-Q5,multiple_choice,audio/4th-grade/RF.4.3/RF.4.3-Q5.mp3,"Maria likes to write stories, but she wants to use a different name so no one knows she wrote them. If Maria chooses a pseudonym, which kind of name will she use?"
4th,4th-grade,RF.4.3a,RF.4.3a-Q4,multiple_choice,audio/4th-grade/RF.4.3a/RF.4.3a-Q4.mp3,"Which option shows the correct way to break the word ""extraordinary"" into its syllables?"
4th,4th-grade,RF.4.4,RF.4.4-Q2,multiple_choice,audio/4th-grade/RF.4.4/RF.4.4-Q2.mp3,"When you read a story out loud, what helps you and others best understand what is happening?"
4th,4th-grade,RF.4.4,RF.4.4-Q4,multiple_choice,audio/4th-grade/RF.4.4/RF.4.4-Q4.mp3,"Imagine a student is reading a story aloud to the class. Which description below shows the student reading with good fluency, making the story clear and easy to understand?"
4th,4th-grade,RF.4.4,RF.4.4-Q5,multiple_choice,audio/4th-grade/RF.4.4/RF.4.4-Q5.mp3,"You are reading a book, and suddenly you realize that the words you just read don't make sense in your mind. What is the most helpful thing to do so you can understand the story?"
4th,4th-grade,L.4.4a,L.4.4a-Q6,tap_to_pair,audio/4th-grade/L.4.4a/L.4.4a-Q6.mp3,Match each word to its meaning!
4th,4th-grade,L.4.4b,L.4.4b-Q4,multiple_choice,audio/4th-grade/L.4.4b/L.4.4b-Q4.mp3,"Using the prefix **micro-** as a clue, what does a **microscope** help you see?"
4th,4th-grade,L.4.4b,L.4.4b-Q6,tap_to_pair,audio/4th-grade/L.4.4b/L.4.4b-Q6.mp3,Match each word to its root meaning!
4th,4th-grade,L.4.4c,L.4.4c-Q3,multiple_choice,audio/4th-grade/L.4.4c/L.4.4c-Q3.mp3,"Read the dictionary entry for ""lumber"":

lumber (LUM-ber) v. To move slowly and heavily. n. Wood that has been cut into boards.

Which meaning of ""lumber"" is used in the sentence: ""The big bear began to lumber through the forest""?"
4th,4th-grade,L.4.4c,L.4.4c-Q5,multiple_choice,audio/4th-grade/L.4.4c/L.4.4c-Q5.mp3,"Based on the sentence, which dictionary entry best clarifies the precise meaning of the word ""meander""?""The river did not flow in a straight line; instead, it began to meander through the valley."""
4th,4th-grade,L.4.5a,L.4.5a-Q5,multiple_choice,audio/4th-grade/L.4.5a/L.4.5a-Q5.mp3,"What does the simile ""Her laughter was like music to his ears"" mean?"
4th,4th-grade,L.4.5a,L.4.5a-Q6,tap_to_pair,audio/4th-grade/L.4.5a/L.4.5a-Q6.mp3,Match each simile or metaphor to its meaning!
4th,4th-grade,L.4.5b,L.4.5b-Q6,tap_to_pair,audio/4th-grade/L.4.5b/L.4.5b-Q6.mp3,Match each idiom or proverb to its meaning!
4th,4th-grade,L.4.5c,L.4.5c-Q6,tap_to_pair,audio/4th-grade/L.4.5c/L.4.5c-Q6.mp3,Match each word to its synonym or antonym!
4th,4th-grade,L.4.1,L.4.1-Q1,multiple_choice,audio/4th-grade/L.4.1/L.4.1-Q1.mp3,The children played with ___ toys in the park.
4th,4th-grade,L.4.1,L.4.1-Q3,multiple_choice,audio/4th-grade/L.4.1/L.4.1-Q3.mp3,"Which word best completes the sentence to show where the puppy hid? ""The puppy hid _______ the bed when it heard the thunder."""
4th,4th-grade,L.4.1,L.4.1-Q4,multiple_choice,audio/4th-grade/L.4.1/L.4.1-Q4.mp3,"Which sentence correctly combines these two ideas: ""The cat stretched. It jumped onto the couch."""
4th,4th-grade,L.4.2,L.4.2-Q1,multiple_choice,audio/4th-grade/L.4.2/L.4.2-Q1.mp3,"Where should a comma be placed in this sentence? ""The cat stretched lazily ___ and then it jumped onto the couch."""
